"Listing Number","Cumulative DOM","Days On Market","Short Address","Baths - Full","Baths - Half","Cancel Date","Listing Date","List Price","Front Exp","Expiration Date","Parcel ID","Sold Date","Sold Price","SqFt - Living","SqFt - Total","Under Contract Date","Withdrawn Date","Year Built","Year Roof Installed","SqFt - Guest House","Construction: CBS","Storm Protection: Accordion Shutters","Storm Protection: Impact Glass","Storm Protection: Panel Shutters","Public Remarks","Area","Temp Off Market Date","Garage Spaces","Furnished: Furnished","Subdivision","Terms of Sale","Zip Code","Baths - Total","City","Guest House","High School","Homeowners Assoc","Lot SqFt","Private Pool","Legal Desc","Spa","State/Province","Street #","Tax Year","Taxes","Total Bedrooms","Total Floors/Stories","Total Units in Bldg","Ttl Units in Complex","Original List Price","Unit Floor #","Unit #","Type","Geo Lat","Geo Lon","HOA/POA/COA (Monthly)","Special Assessment","Waterfront","Status","Status Change Date","Subdiv. Amenities: Tennis","Subdiv. Amenities: Pool","Subdiv. Amenities: Manager on Site","Subdiv. Amenities: Fitness Center","Subdiv. Amenities: Elevator","Subdiv. Amenities: Golf Course","Subdiv. Amenities: Clubhouse","Security: Gate - Manned","Security: Gate - Unmanned","Security: Doorman","Security: Lobby","Parking: Garage - Building","Parking: Garage - Detached","Parking: Open","Parking: Covered","Lot Description: < 1/4 Acre","Lot Description: 1 to < 2 Acres","Lot Description: 1/2 to < 1 Acre","Lot Description: 1/4 to 1/2 Acre","Gated Community","Development Name","Listing Agent","Listing Office","Buyer Agent","Buyer Office","Fallthrough Date"
"RX-10996763","306","306","1221 N Lake Way","5","1","","2024-06-16","23500000.00","E","","50434303090000011","2025-05-23","19200000.00","3202.00","5636.00","2025-04-18","","1940","","","Yes","","Complete","","A beautifully renovated, masterful landmark of Modernist architecture, the Boat House combines the very best elements of life in Palm Beach - the perfect spot on the lakefront with dock and boat-lift, deeded ocean access at the Mockingbird neighborhood beach cabana, and an incredibly elegant, exquisitely renovated, move-in ready home. This nautically themed Art Moderne home faces prow-forward toward dramatic sunsets, its rooftop deck overlooking the pool, dock and sparkling Intracoastal. Sea-going touches include seamed hardwood floors, porthole windows and white-piped terrace railings. The house received a full renovation a few years ago and the current owners then made meaningful improvements of their own.","5001","","2.00","","MOCKINGBIRD TRAIL TRACT","Convention","33480","5.10","Palm Beach","","","N","14662.00","Yes","MOCKING BIRD TRAIL TRACT S 65 FT OF LTS 1 & 5","","FL","1221","2023","216985.00","5","2.00","","","24950000.00","","","SF","26.757004","-80.040884","0.00","No","Yes","C","2025-05-23","","","","","","","","","","","","","","","","","","","Yes","N","","John Cregan","Sotheby's Intl. Realty, Inc. (988061)","John Cregan","Sotheby's Intl. Realty, Inc. (988061)",""
"RX-11071975","68","68","201 Onondaga Avenue","3","0","","2025-03-14","6750000.00","S","","50434234050000050","2025-05-23","5923125.00","2652.00","2877.00","2025-05-21","","1955","2022","","Yes","","","Partial","PARADISE ON THE NORTH END!    Fabulous opportunity to renovate or build new on this oversized 11,700+ sq. ft lot just steps from the best beach on the island. Spacious open living and dining rooms overlook the sparkling pool and yard. All three bedrooms have ensuite baths with the Primary overlooking the lovely grounds and pool. A three year old tile roof and gleaming hardwood floors throughout. The new owner will have the ability to enjoy the home while figuring out plans or rent immediately as this home is move in ready.","5001","","0.00","","MANANA ESTATES 3","Cash","33480","3.00","Palm Beach","N","","N","11838.00","Yes","MANANA ESTS PL 3 AMND LT 2E","","FL","201","2024","85701.50","3","1.00","","","6750000.00","","","SF","26.765082","-80.03919","","No","No","C","2025-05-23","","","","","","","","","","","","","","","","","","","Yes","N","","Jane Scott","Sotheby's Intl. Realty, Inc. (988061)","Non Agent","Non-Member Selling Office (999999)",""
"RX-11064394","39","39","252 Jamaica Lane","2","1","","2025-02-17","7350000.00","N","","50434310010000200","2025-05-29","7175000.00","2584.00","2620.00","2025-03-28","","1951","","","Yes","","Partial","","A classic Palm Beach home in the highly desirable North End. Nestled on a 11,200 sq. ft. lot, this light-filled, single-story residence offers a flexible open floor plan with 4 bedrooms, 2 full baths, and 1 half bath. Thoughtfully designed with timeless details, the home features hardwood floors and quartzite countertops, with updated kitchen and bathrooms. The outdoor space includes a heated 64-ft lap pool, jacuzzi, and seating areas?perfect for entertaining or unwinding. Ideally situated, the home provides same-street access to The Lake Trail, is just a short stroll from the ocean, and offers a quick drive to town. Lock in your Palm Beach dream with this North End gem!","5001","","0.00","","JAMAICA LANE IN","Cash","33480","2.10","Palm Beach","","","N","11200.00","Yes","JAMAICA LANE LT 20","Y","FL","252","2024","36059.80","4","1.00","","","7350000.00","","","SF","26.746639","-80.038826","","No","No","C","2025-05-29","","","","","","","","","","","","","","","","","","","Yes","N","","Christopher Leavitt","Douglas Elliman (pb802465)","Alexis Waller","Brown Harris Stevens of PB (276546950)",""
"RX-11021234","213","213","239 Monterey Road","5","1","","2024-09-16","13950000.00","S","","50434303130000121","2025-05-30","11156475.00","3735.00","4244.00","2025-04-17","","2021","","","Yes","","Complete","","This ultra-chic, new construction four bedroom, five and one half bathroom residence rests on a 10,200 sf lot within a desirable North End neighborhood, including a renovated beach parcel access. Boasting sophisticated customizations throughout, the gracious floor plan offers vaulted ceilings, open living and dining spaces, and a primary bedroom suite on the main level with double bathrooms and generous closets. The second level features three private en-suite bedrooms with custom closets and spa-inspired bathrooms. The top-of-the-line finishes include European Oak flooring SubZero, Wolf, and Cove appliances, curated light fixtures, and custom multi-slide doors. The pristine exterior offers an outdoor summer kitchen with a gas grill and fireplace, trellised entertainin","5001","","2.00","","GREGORY ADDN","Cash","33480","5.10","Palm Beach","","","N","10202.00","Yes","GREGORY ADDITION W 10 FT OF LT 12, LT 14 (LESS W 10 FT) & EL ENCANTO PL 2 PB13P14","Y","FL","239","2024","140154.00","4","2.00","","","14500000.00","","","SF","26.752937","-80.038699","","No","No","C","2025-05-30","","","","","","","","","","","","","","","","Yes","","","","N","","Cara McClure","Douglas Elliman (pb802465)","Todd Peter","Sotheby's Intl. Realty, Inc. (988061)",""
"RX-11041580","79","79","44 Cocoanut Row 320b","2","0","","2024-12-02","4200000.00","N","","50434322180013200","2025-05-31","3800000.00","1501.00","1501.00","2025-02-25","","1956","","","","Complete","","",":SPECTACULAR VIEWS from this direct lakefront 3 bedroom apartment. Balcony enclosed making it an additional 250 sq ft. Completely redone with hurricane windows and impeccably designed. Rare to find a 3 bedroom, 2 bath, pristine condition. Located on the third floor at the end of building, quiet. Amenities include, basic Cable, Wi-Fi, water, electric. beautiful pool, jacuzzi, putting green, deli, dentist, hair salon, workout room, 44 Restaurant with room service, valet parking, hurricane shutters, main generator and more! Hottest building on the island, make this your forever place!","6331","","0.00","","PALM BEACH TOWERS CONDO","Cash","33480","2.00","Palm Beach","","","M","","No","PALM BEACH TOWERS COND UNIT B320","","FL","44","2024","17023.90","3","6.00","","","4375000.00","3.00","320b","CD","26.715407","-80.043044","2631.00","Yes","Yes","C","2025-05-31","","Yes","","","","","","","","","","","","","","","","","","N","","Steven Koleno","Beycome of Florida LLC (279508652)","Non Member","Beaches MLS (NMLS)",""
"RX-11035733","373","110","222 Cherry Lane","4","1","","2024-11-09","5095000.00","N","","50434310090000030","2025-06-02","5000000.00","2406.00","3146.00","2025-02-27","","1951","","","","","Complete","","Unleash your creativity and reimagine the potential of this charming Bermuda home nestled on the Northend of Palm Beach. Featuring 4 bedrooms and 4.5 bathrooms, the main residence includes a beamed living room with high ceilings. Outside, mature & lush tropical landscaping frames the property, creating a tranquil oasis for relaxation. A separate one bedroom one bath with kitchenette guest cottage provides privacy and convenience for visitors. Located a short distance from pristine beaches, upscale shopping, and fine dining, offering an unparalleled opportunity to embrace the Palm Beach lifestyle.","5001","","2.00","","Cherry Lane Add","Cash","33480","4.10","Palm Beach","","","N","10019.00","Yes","CHERRY LANE LT 3","","FL","222","2024","17308.00","4","1.00","","","5495000.00","","","SF","26.738406","-80.037663","","No","No","C","2025-06-02","","","","","","","","","","","","","","Yes","","","","","","N","","Dana Koch","The Corcoran Group (404289)","Alexis Waller","Brown Harris Stevens of PB (276546950)",""
"RX-11064777","67","67","2840 S Ocean Boulevard 3070","2","0","","2025-02-21","348000.00","E","","50434423150003070","2025-05-30","319000.00","946.00","1011.00","2025-04-29","","1968","","","Yes","","","","This serene and lovingly cared for convertible two bedroom two bath cooperative facing east toward the  sunrise is offered with an updated spacious kitchen, neutral flooring and recent window replacement. Door to balcony  has been refurbished. Longtime resident has cherished her tree top views of the  Tideline and Four Seasons hotels across A1A and a peek at the ocean beyond. Priced competitively to sell!","5004","","0.00","","ROYAL SAXON INC","Cash","33480","2.00","Palm Beach","","","M","161921.00","No","ROYAL SAXON INC APT 307","","FL","2840","2024","1193.46","2","6.00","","","399000.00","3.00","3070","CD","26.617975","-80.039487","994.00","No","No","C","2025-06-02","","Yes","","Yes","Yes","","","","","Yes","","","","","","","","","","N","Royal Saxon","Lindy Gallagher","Brown Harris Stevens of PB (273005225)","Lindy Gallagher","Brown Harris Stevens of PB (273005225)",""
"RX-11033595","117","117","2760 S Ocean Boulevard 404","2","0","","2024-10-31","1095000.00","W","","50434423160004040","2025-06-02","1065000.00","1619.00","1877.00","2025-02-25","","1969","","","","Complete","","","Immerse in the Palm Beach Lifestyle, where energy and tranquility mesh together.   This eclectic unit features a large open floor plan with rich custom cabinetry, built in shelving and molding complimenting the light hue of the bamboo flooring. All rooms and balconies offer unobstructed views of the Intracoastal Waterway where the early evening western skyline will present nature at its best with spectacular colors that fade to tranquil twinkling lights of nearby cities and residences across the waterway. Unit features two full bedrooms and a dedicated office/den area.    This mid-century modern sophisticated building, designed by renowned architect Gene Lawrence, one of Palm Beach's top architects, features lush landscaping surrounding serene pool area with private deeded ocean access.","5004","","0.00","","REGENCY OF PALM BEACH INC","Cash","33480","2.00","Palm Beach","","","M","147025.00","No","REGENCY OF PALM BEACH INC APT 404","N","FL","2760","2024","3881.00","3","5.00","84","84.00","1195000.00","4.00","404","CD","26.622275","-80.040132","2796.35","No","Yes","C","2025-06-02","","Yes","Yes","Yes","Yes","","","","","Yes","Yes","","","Yes","","","","","","N","","Alice Hodach","Keller Williams Palm Beach Isl (276538721)","Tamara Hannah","One Sotheby's International Realty (MRTMIAOSIR03)",""
"RX-11028812","155","155","173 E Inlet Drive","4","1","","2024-10-15","24950000.00","N","","50434234010000230","2025-06-03","23750000.00","3410.00","4591.00","2025-03-19","","2014","","","","","Complete","","Experience the magic of Palm Beach living at 173 East Inlet Dr., a breathtaking four-bedroom plus a den/fifth bedroom direct waterfront residence that embodies the elegance and perfection of Palm Beach. With one of less than a dozen homes boasting such spectacular views, this property offers a rare chance to embrace the vibrant energy of island life. When this home was designed by highly sought-after local architect Roger Janssen, the sky was the limit and no expense was spared. He collaborated with an acclaimed residential spa creator with luxury 5 star spa experience to bring this residential resort experience to life.","5001","","2.00","","SEA ISLE EST","Convention","33480","4.10","Palm Beach","","","N","11378.00","Yes","SEA ISLE ESTATES LT 23","","FL","173","2024","63762.00","4","1.00","","","25900000.00","","","SF","26.771051","-80.038573","","No","Yes","C","2025-06-03","","","","","","","","","","","","","","","","","","","Yes","N","","Kourtney Pulitzer","Sotheby's Intl. Realty, Inc. (988061)","Margit Brandt","Premier Estate Properties, Inc (276544310)",""
"RX-11052290","36","36","142 Via Palma","4","2","","2025-01-13","18950000.00","N","","50434335000020250","2025-05-28","16990600.00","4915.00","7633.00","2025-02-18","","1955","","","Yes","","Complete","","Welcome to 142 Via Palma. This elegant residence is an entertainer's paradise located just steps to Mar-a-Lago in the exclusive estate section enclave of Palm Beach Island. Nestled intimately in between the ocean and intracoastal with deeded beach access, Via Palma is a broad private street, recently upgraded with a lovely view of the Intracoastal and an easement for resident's use. This gracious estate has high ceilings throughout, and generous formal living spaces that flow directly to the large terrace overlooking the pool. The house has two large bedrooms, each of which can be used as a primary suite.","5003","","3.00","","N/A","Convention","33480","4.20","Palm Beach","","","N","","Yes","35-43-43, W 125 FT OF E 502.2 FT OF S 155 FT OF N 704.58 FT OF GOV LT 2 W OF OCEAN BLVD","","FL","142","2024","57393.00","4","2.00","","","18950000.00","","","SF","26.67991","-80.037112","","No","No","C","2025-06-03","","","","","","","","","","","","","","","","","","","Yes","N","","Margit Brandt","Premier Estate Properties, Inc (276544310)","Darlene Streit","The Corcoran Group (404289)",""
"RX-10985845","270","270","2275 S Ocean Boulevard 202s","2","0","","2024-05-08","1695000.00","NE","","50434414010022020","2025-05-27","1215000.00","1614.00","1614.00","2025-03-28","","1974","","","Yes","","Complete","","Classic two bedroom apartment with stunning ocean vistas. The Reef, a historic landmark condominium , is known as the Boutique Resort  Gem on the island of Palm Beach. Indoor garage parking, a newly installed gym, and being pet friendly are also part of this wonderful lifestyle. Steps to the newly designed Phipps Park with specimen foliage and top tennis facilities are another benefit. Walk to the Par Three Golf Course, top restaurants and just a five minute drive to iconic Worth Avenue. Welcome to Paradise!","5004","","1.00","","REEF CONDO","Cash","33480","2.00","Palm Beach","","","M","","No","REEF COND BLDG SOUTH UNIT 202","","FL","2275","2023","13825.80","2","3.00","","78.00","2175000.00","2.00","202s","CD","26.637497","-80.038273","2893.00","No","Yes","C","2025-06-04","","Yes","Yes","Yes","Yes","","","","","Yes","Yes","Yes","","","","","","","","N","","Lisa LaReau Katz","Illustrated Properties (276692347)","Burton Minkoff","Douglas Elliman (pb802465)",""
"RX-11061557","455","91","302 Via Linda","4","2","","2025-02-12","13950000.00","N","","50434310070000151","2025-06-05","12000000.00","4412.00","5272.00","2025-05-14","","1961","2019","","Yes","","Complete","","This beautifully updated four-bedroom, four-bathroom home offers modern comfort in a peaceful and highly desirable Palm Beach location. Under went a major renovation in 2019, updates include a new roof, impact windows and doors, updated electrical, air conditioning, and a refreshed pool with new tilework. Thoughtfully designed, this home blends stylish upgrades with a tranquil setting, offering a perfect balance of privacy and convenience.    Situated on a beautifully maintained, quiet street, this property provides a rare opportunity to enjoy a private retreat while remaining close to everything Palm Beach has to offer. The spacious backyard is surrounded by lush landscaping and features a large private pool, creating an ideal space for relaxation or entertaining.","5001","","2.00","Yes","Allard","Cash","33480","4.20","Palm Beach","","","N","14951.00","Yes","ALLARD SUB E 20.3 FT OF LT 15 & LT 16","N","FL","302","2024","120363.00","4","1.00","","","15000000.00","","","SF","26.736927","-80.040065","","No","No","C","2025-06-05","","","","","","","","","","","","","","","","","","","Yes","N","Allard","Robert Thomson","Waterfront Properties & Club C (303140)","Ashley McIntosh","Douglas Elliman (pb802465)",""
"RX-11039624","93","93","2500 S Ocean Boulevard 1c3","4","0","","2024-11-22","3450000.00","E","","50434423070010033","2025-05-30","2600000.00","3093.00","4464.00","2025-02-23","","1977","","","Yes","","Complete","","Rare 4 bedroom, 4 bathroom apartment with Direct Ocean, Intracoastal, & Golf Course views is now available in Palm Beach's premiere 2500 Building. Spacious floor plan, large primary suite with ensuite bathroom & two walk-in closets, formal dining room, kitchen with breakfast area, and incredible wrap around balcony. The 2500 Building is situated on 8.6 oceanfront acres and offers newly renovated pool area with spa, fitness center, and community room. Amenities also include two car garage parking, 24-hour manned security, and a dedicated door person for each building. Two small pets allowed. Located next door to the Palm Beach Par 3 Golf Course with clubhouse restaurant. Short distance to Palm Beach Tennis Center, Worth Avenue, shopping, dining, and Palm Beach area attractions.","5004","","2.00","","2500 Building","Cash","33480","4.00","Palm Beach","","","M","","No","TWENTY FIVE HUNDRED SOUTH OCEAN BLVD COND UNIT 1-C-3","","FL","2500","2024","14362.00","4","5.00","","60.00","4700000.00","3.00","1c3","CD","26.628601","-80.03775","5314.84","Yes","Yes","C","2025-06-05","Yes","Yes","Yes","Yes","Yes","","","Yes","","","Yes","Yes","","","","","","","","Y","","Thor Brown","Compass Florida LLC (273007303)","William Yahn","The Corcoran Group (404289)",""
"RX-11052526","58","58","129 Woodbridge Road","8","0","","2025-01-15","14950000.00","S","","50434335050000041","2025-04-08","14000000.00","5910.00","6456.00","2025-03-14","","1972","","782.00","Yes","","Complete","","Live just one street away from The Mar-A-Lago Club and enjoy exclusive guest privileges to the club (no initiation fee), pending an interview process and payment of annual dues. This is the only street on the island that holds this declaration of use agreement with Trump, making it truly one-of-a-kind.    Situated just three properties from the ocean, this Mid-Century Modern home is set on an elevated 14,810 SF lot and features a 5-bedroom main house along with a two-story guest house. The main house includes a ground-floor primary bedroom with an en suite bath, as well as a second-floor primary suite with a generous walk-in closet, flex room, and patio overlooking the pool. A spacious living room serves as the centerpiece of the home, complemented by a grand foyer, pocket sliding doors l","5003","","1.00","","BINGHAM COPP TR","Cash","33480","8.00","Palm Beach","Y","","N","14810.00","Yes","BINGHAM-COPP TRACT W 60 FT OF LT 4 & S 100 FT OF E 49.5 FT & N 35 FT OF E 44.9 FT OF LT 5","","FL","129","2024","94116.20","6","3.00","","","14950000.00","","","SF","26.678253","-80.036985","","No","No","C","2025-04-09","","","","","","","","","","","","","","","","","","","Yes","N","","Ashley McIntosh","Douglas Elliman (pb802465)","Julian Rizzuto Flancbaum","Coldwell Banker (606111)",""
"RX-11070631","68","68","44 Cocoanut Row 606a","2","0","","2025-03-12","2995000.00","S","","50434322180006060","2025-06-05","2700000.00","0.00","0.00","2025-05-19","","1956","","","Yes","Complete","","","Stunning 2-Bed/2-Bath Penthouse with 10'10'' ceilings in Palm Beach Towers!     Step into the 22nd century with this meticulously renovated 2-bed, 2-bath condo in the prestigious Palm Beach Towers. Taken down to the studs, this gutted and reimagined residence now boasts an open-concept kitchen seamlessly flowing into the living and dining areas. The removal of the header/beam to the enclosed terrace creates a breathtaking, light-filled space with southeast views.    Featuring top-of-the-line Thermador appliances, a private laundry room, and luxurious finishes throughout, this condo is the epitome of modern elegance. Don't miss this rare opportunity to own a turnkey masterpiece in one of Palm Beach's most sought-after locations!","5002","","0.00","","PALM BEACH TOWERS CONDO","Cash","33480","2.00","Palm Beach","","","M","","No","PALM BEACH TOWERS COND UNIT A606","","FL","44","2024","12719.00","2","6.00","","277.00","2995000.00","6.00","606a","CD","26.715407","-80.043044","1673.68","Yes","No","C","2025-06-10","","Yes","Yes","Yes","Yes","","","","","Yes","","","","Yes","","","","","","N","","Burton Minkoff","Douglas Elliman (pb802465)","Kristin Reback","Reback Realty, Inc (400196)",""
"RX-11015226","219","219","2565 S Ocean Boulevard 211","1","0","","2024-08-24","275000.00","NE","","50434411040002110","2025-06-12","245000.00","640.00","640.00","2025-04-16","","1968","","","Yes","","","","Welcome to The Palm Beach WhiteHouse, a landmark condominium residence  with unparalleled beachfront living experience in this 1 bedroom, 1 bathroom beachfront building, just  steps to sandy beach shores. This is a great opportunity to have your own piece of heaven to enjoy on the beach with 170 ft of ocean front at your door. The residents at WhiteHouse have many recreational choices. Adjacent to the property lies one of the nation's premier Par 3 courses, the Raymond Floyd course. Head to Phipps Ocean Park Tennis Center, complete with 6  courts, pro shop and pavilion. Short term (90 days minimum) and annual leases available right away. This unit can be bundled with four others for an investment portfolio.","5004","","0.00","","PALM BEACH WHITEHOUSE","Cash","33480","1.00","Palm Beach","","","M","","No","PALM BEACH WHITEHOUSE NO 3 UNIT 211 IN OR1624P341","","FL","2565","2023","4617.45","1","3.00","","","400000.00","2.00","211","CD","26.627218","-80.037739","853.00","Yes","Yes","C","2025-06-12","","Yes","","","Yes","","","","","","","","","Yes","","","","","","N","","Rosa Gil","Compass Florida LLC (273007303)","Leslie Kellner","LoKation (276633774)",""
"RX-11036967","179","179","690 Island Drive","6","1","","2024-11-11","35900000.00","W","","50434327020000781","2025-06-12","33000000.00","6298.00","7621.00","2025-05-09","","1949","","","","","Partial","","A remarkable and rare opportunity! This beautiful lakefront estate is nestled on an exceptional, oversized, east-facing lot on the coveted Everglades Island. Originally designed by renowned society architect Marion Sims Wyeth, the home features 7 bedrooms, 6 bathrooms, and 1 powder room, spectacular wide water views from nearly all main rooms, and boasts 175 +/- feet of direct Intracoastal frontage. Formal living room with fireplace opens to expansive, light-filled interior loggia that overlooks the swimming pool. Eat-in kitchen with large island and breakfast bar. Formal dining room with charming bay window. Breakfast room with beamed ceilings and pocket doors on either side for plenty of natural light. Paneled library with built-ins. Primary suite with large bath, dressing room, walk-in","5003","","2.00","","EVERGLADES ISLAND 2","Cash","33480","6.10","Palm Beach","","","N","36640.00","Yes","PL NO 2 EVERGLADES ISLAND S 25 FT OF LT 78~ LT 80 & N 50 FT OF LT 82","","FL","690","2024","167336.00","7","2.00","","","39900000.00","","","SF","26.691192","-80.043302","","No","Yes","C","2025-06-12","","","","","","","","","","","","","","","","","","Yes","","N","","Christian Angle","Christian Angle Real Estate (800649)","Christian Angle","Christian Angle Real Estate (800649)",""
"RX-11089933","23","23","130 Seaspray Avenue","4","1","","2025-05-12","9950000.00","N","","50434322070005030","2025-06-12","9250000.00","4100.00","4648.00","2025-06-04","","2025","","","Yes","","","","Rare opportunity to build a magnificent Tom Kirchoff designed two story residence in the Ocean block of the Sea Streets!  Welcome to 130  Seaspray!  Meticulously thought after gardens and mature native landscape designed by Mario Nievera of Nievera Williams,.  Fully approved ARCOM plans  and fully approved permit set make this extraordinary opportunity to build beyond attractive as 130 Seapray is shovel ready.  Listing agent must accompany any agent or perspective Buyer on the property. Please note, asking price includes land, approved and permitted ARCOM plans only","5002","","1.00","","POINCIANA PARK 2ND ADD","Cash","33480","4.10","Palm Beach","","","N","9188.00","Yes","POINCIANA PARK 2ND ADD LTS 503~ 505 & 507","","FL","130","2024","71059.20","4","1.00","","","9950000.00","","","SF","26.707463","-80.034987","","No","No","C","2025-06-12","","","","","","","","","","","","","","","","Yes","","","","N","","Blair Kirwan","Brown Harris Stevens of PB (273005225)","Christian Angle","Christian Angle Real Estate (800649)",""
"RX-10954650","457","457","2275 S Ocean Boulevard 304s","2","1","","2024-01-29","1500000.00","NW","","50434414010023040","2025-06-10","1375000.00","1868.00","2760.00","2025-04-30","","1974","","","Yes","","Complete","","Beautiful top floor 3 bedroom, 2.5 bathroom apartment with Ocean, Intracoastal & pool views in The Reef. Enjoy the sunrise and sunset views. Wonderful floor plan with spacious living room, modern kitchen with stainless steel appliances, and large balcony. Impact windows and doors throughout. The Reef is a landmarked Oceanfront building designed by reknown architect Gene Lawrence. Amenities include lovely large pool with private cabanas, easy beach access, fitness center, garage parking, doorman, and on-site manager. Located next to the Palm Beach Tennis Center and a few blocks from the Palm Beach Par 3 Golf Course with award winning clubhouse restaurant. Short drive to Worth Avenue, shopping, dining, and area attractions.","5004","","1.00","","REEF","Cash","33480","2.10","Palm Beach","","","M","","No","REEF COND BLDG SOUTH UNIT 304","","FL","2275","2023","17461.10","3","3.00","78","","2250000.00","3.00","304s","CD","26.637497","-80.038273","2875.00","No","Yes","C","2025-06-12","","Yes","Yes","Yes","Yes","","","","","Yes","Yes","Yes","","","","","","","","N","","Thor Brown","Compass Florida LLC (273007303)","Guy Clark","Douglas Elliman (pb802465)",""
"RX-11013110","234","234","170 N Ocean Boulevard 307","2","0","","2024-08-16","2195000.00","E","","50434314230003070","2025-06-10","1690800.00","1395.00","1395.00","2025-04-07","","1968","","","Yes","","","","Experience Coastal living in this sunny and spacious 2 bedroom, 2 bath condominium in ocean front building with views of the pool and ocean from the balcony and a private deeded beach parcel.  The condo has generous amounts of closet space and a split floor plan, a washer/dryer in the large walk-in guest closet and a spacious kitchen with separate entrance.   Enjoy your winter days around the lushly landscaped pool area with cabanas, changing rooms and oversized swimming pool.  The building has onsite management and 24 hour doormen.  A very private, in-town location on the ocean within close proximity to premier shopping and dining.   The building has just completed 4 years of extensive cement/balcony renovations.","5002","","0.00","","OCEAN TOWERS NORTH CONDO","Cash","33480","2.00","Palm Beach","","","M","","No","OCEAN TOWERS NORTH COND UNIT 307","","FL","170","2023","8588.69","2","7.00","62","104.00","2495000.00","307.00","307","CD","26.720989","-80.034969","2138.07","No","No","C","2025-06-12","","Yes","","","","","","","","Yes","","","","","","","","","","N","","Karen Lehrman Prayias","Sotheby's Intl. Realty, Inc. (988061)","Karen Lehrman Prayias","Sotheby's Intl. Realty, Inc. (988061)",""
"RX-11030587","185","185","2180 Ibis Isle Road 9","2","0","","2024-10-22","1350000.00","W","","50434415200000090","2025-06-16","1150000.00","1269.00","1269.00","2025-04-25","","1968","","","","","","","Ibis Isle is a perfect little oasis in Palm Beach. This stunning and completely furnished turnkey 2-bedroom, 2-bath condominium on Ibis Isle boasts direct intercoastal views from the living room, bedrooms, and generous balcony. With renovations completed in 2024, this beautiful condo is available fully furnished and move-in ready, providing an instant Palm Beach lifestyle. A flick of a switch opens the automated storm shutters to reveal sweeping views of this light-filled oasis. Recently updated, decorated, and fully furnished, this condo is the epitome of luxury and convenience.","5003","","0.00","Yes","CHATEAU CHAUMONT IBIS ISLE CONDO","Cash","33480","2.00","Palm Beach","N","","M","","No","CHATEAU CHAUMONT - IBIS ISLE UNIT 9 & INT IN REC AREA","","FL","2180","2023","9783.59","2","3.00","15","","1525000.00","2.00","9","CD","26.639657","-80.042116","1674.00","No","Yes","C","2025-06-17","","Yes","","","","","","","","","","","","Yes","","","","","","N","","Louis Battista","TREC Realty, LLC (276613416)","Christina Zecca","Compass Florida LLC (276719540)",""
"RX-11009238","242","242","2780 S Ocean Boulevard 409","2","0","","2024-07-30","599000.00","SE","","50434423120004090","2025-06-12","475000.00","1294.00","1294.00","2025-03-29","","1968","2022","","","Complete","","","HUGE 20% PRICE REDUCTION!  Welcome to your dream beachfront retreat! This spacious 2-bedroom, 2-bathroom co-op is ready for move in this coming season.      Bldg designed by Gene Lawrence in his ingenious ''S'' shape for best views.     Prime Oceanfront Location: Enjoy stunning ocean and pool views with direct beach access, new beach cabanas for owners use.    Unit Upgrades: Equipped with a new hot water heater and air conditioner installed in 2020.    A+ Building: This well-maintained building has passed all milestone requirements.    Spacious Layout: With a flexible floor plan, currently, the second bedroom is used as an office and will need a wall for full privacy and can easily be transformed back into a private space/bedroom.","5004","","0.00","","AMBASSADOR II CORP","Cash","33480","2.00","Palm Beach","","","M","180559.00","No","AMBASSADOR II CORP APT 409","N","FL","2780","2023","2401.71","2","8.00","95","","773000.00","4.00","409","CD","26.619689","-80.037638","2147.25","No","Yes","C","2025-06-17","","Yes","Yes","Yes","Yes","","","","","Yes","Yes","","","Yes","","","","","","N","","Stacy Beck","Illustrated Properties LLC (606521)","Stacy Beck","Illustrated Properties LLC (606521)",""
"RX-11068081","29","29","297 Tradewind Drive","4","1","","2025-03-04","11250000.00","S","","Dodge Estates Lot 38","2025-06-09","9700000.00","3904.00","4480.00","2025-04-02","","1963","","","","","Complete","","Perched on a ~20 foot elevation on a 12,500-square-foot lot with beach access in the prestigious North End of Palm Beach. This meticulous 4 bedroom, 4.5 bathroom English Regency home was designed by an AD100 designer and transformed into this single-story residence featuring high ceilings, gracious proportions, and elegant molding and details throughout. There is a formal dining room, a spacious library/den, powder room, skylight, and an expansive primary bedroom with dual closets and bathrooms, along with an office/sitting room that opens onto a large loggia perfect for dining, entertaining, and relaxation overlooking the 45-foot lap pool with a hot tub. Chef's kitchen, butler's pantry, laundress station, pet spa, staff quarters, mature landscaping, & two-car garage complete the offering.","5001","","2.00","","Dodge Estates IN","Cash","33480","4.10","Palm Beach","N","","N","","Yes","Dodge Estates Lot 38","","FL","297","2024","34562.00","4","1.00","","","11250000.00","","","SF","26.747838","-80.040374","","No","No","C","2025-06-18","","","","","","","","","","","","","","","","","","","Yes","N","","Jared Seligman","The Corcoran Group (404289)","Frances Frisbie","The Corcoran Group (404289)",""
